ID,Firstname,Surname,Born,Gender,Year,CategoryID,Share,Motivation,Affiliation at time of award,City,CountryID
739,Alan J.,Heeger,1/22/1936,1,2000,1,3,"""for the discovery and development of conductive polymers""",University of California,"Santa Barbara, CA",64
740,Alan G.,MacDiarmid,4/14/1927,1,2000,1,3,"""for the discovery and development of conductive polymers""",University of Pennsylvania,"Philadelphia, PA",64
741,Hideki,Shirakawa,8/20/1936,1,2000,1,3,"""for the discovery and development of conductive polymers""",University of Tsukuba,Tokyo,34
742,James J.,Heckman,4/19/1944,1,2000,2,2,"""for his development of theory and methods for analyzing selective samples""",University of Chicago,"Chicago, IL",64
743,Daniel L.,McFadden,7/29/1937,1,2000,2,2,"""for his development of theory and methods for analyzing discrete choice""",University of California,"Berkeley, CA",64
744,Gao,Xingjian,1/04/1940,1,2000,3,1,"""for an &aelig;uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama""",,,11
745,Leland H.,Hartwell,10/30/1939,1,2001,4,3,"""for their discoveries of key regulators of the cell cycle""",Fred Hutchinson Cancer Research Center,"Seattle, WA",64
746,Tim,Hunt,2/19/1943,1,2001,4,3,"""for their discoveries of key regulators of the cell cycle""",Imperial Cancer Research Fund,London,63
747,Sir Paul M.,Nurse,1/25/1949,1,2001,4,3,"""for their discoveries of key regulators of the cell cycle""",Imperial Cancer Research Fund,London,63
748,Eric A.,Cornell,12/19/1961,1,2001,6,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""","University of Colorado, JILA","Boulder, CO",64
749,Wolfgang,Ketterle,10/21/1957,1,2001,6,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",64
750,Carl E.,Wieman,3/26/1951,1,2001,6,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""","University of Colorado, JILA","Boulder, CO",64
751,William S.,Knowles,6/01/1917,1,2001,1,4,"""for their work on chirally catalysed hydrogenation reactions""",,"St. Louis, MO",64
752,Ryoji,Noyori,9/03/1938,1,2001,1,4,"""for their work on chirally catalysed hydrogenation reactions""",Nagoya University,Nagoya,34
753,K. Barry,Sharpless,4/28/1941,1,2001,1,2,"""for his work on chirally catalysed oxidation reactions""",The Scripps Research Institute,"La Jolla, CA",64
754,George A.,Akerlof,6/17/1940,1,2001,2,3,"""for their analyses of markets with asymmetric information""",University of California,"Berkeley, CA",64
755,A. Michael,Spence,00/00/1943,1,2001,2,3,"""for their analyses of markets with asymmetric information""",Stanford University,"Stanford, CA",64
756,Joseph E.,Stiglitz,2/09/1943,1,2001,2,3,"""for their analyses of markets with asymmetric information""",Columbia University,"New York, NY",64
757,Sir Vidiadhar Surajprasad,Naipaul,8/17/1932,1,2001,3,1,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",,,60
758,United Nations (U.N.),,,org,2001,5,2,"""for their work for a better organized and more peaceful world""",,,29
759,Kofi,Annan,4/08/1938,1,2001,5,2,"""for their work for a better organized and more peaceful world""",,,22
760,Sydney,Brenner,1/13/1927,1,2002,4,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",The Molecular Sciences Institute,"Berkeley, CA",64
761,H. Robert,Horvitz,5/08/1947,1,2002,4,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",64
762,John E.,Sulston,3/27/1942,1,2002,4,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",The Wellcome Trust Sanger Institute,Cambridge,63
763,Raymond,Davis Jr.,10/14/1914,1,2002,6,4,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",University of Pennsylvania,"Philadelphia, PA",64
764,Masatoshi,Koshiba,9/19/1926,1,2002,6,4,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",University of Tokyo,Tokyo,34
765,Riccardo,Giacconi,10/06/1931,1,2002,6,2,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",Associated Universities Inc.,"Washington, DC",64
766,John B.,Fenn,6/15/1917,1,2002,1,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",Virginia Commonwealth University,"Richmond, VA",64
767,Koichi,Tanaka,8/03/1959,1,2002,1,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",Shimadzu Corp.,Kyoto,34
768,Kurt,Wôthrich,10/04/1938,1,2002,1,2,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",The Scripps Research Institute,"La Jolla, CA",64
769,Kurt,Wôthrich,10/04/1938,1,2002,1,2,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",Eidgen_ssische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,57
770,Daniel,Kahneman,3/05/1934,1,2002,2,2,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",Princeton University,"Princeton, NJ",64
771,Vernon L.,Smith,1/01/1927,1,2002,2,2,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",George Mason University,"Fairfax, VA",64
772,Imre,Kert_sz,11/09/1929,1,2002,3,1,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",,,26
773,Jimmy,Carter,10/01/1924,1,2002,5,1,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",,,64
774,John M.,Coetzee,2/09/1940,1,2003,3,1,"""who in innumerable guises portrays the surprising involvement of the outsider""",,,54
775,Paul C.,Lauterbur,5/06/1929,1,2003,4,2,"""for their discoveries concerning magnetic resonance imaging""",University of Illinois,"Urbana, IL",64
776,Sir Peter,Mansfield,10/09/1933,1,2003,4,2,"""for their discoveries concerning magnetic resonance imaging""","University of Nottingham, School of Physics and Astronomy",Nottingham,63
777,Alexei A.,Abrikosov,6/25/1928,1,2003,6,3,"""for pioneering contributions to the theory of superconductors and superfluids""",Argonne National Laboratory,"Argonne, IL",64
778,Vitaly L.,Ginzburg,10/04/1916,1,2003,6,3,"""for pioneering contributions to the theory of superconductors and superfluids""",P.N. Lebedev Physical Institute,Moscow,51
779,Anthony J.,Leggett,3/26/1938,1,2003,6,3,"""for pioneering contributions to the theory of superconductors and superfluids""",University of Illinois,"Urbana, IL",64
780,Peter,Agre,1/30/1949,1,2003,1,2,"""for the discovery of water channels""",Johns Hopkins University School of Medicine,"Baltimore, MD",64
781,Roderick,MacKinnon,2/19/1956,1,2003,1,2,"""for structural and mechanistic studies of ion channels""",Rockefeller University,"New York, NY",64
782,Roderick,MacKinnon,2/19/1956,1,2003,1,2,"""for structural and mechanistic studies of ion channels""",Howard Hughes Medical Institute,,64
783,Robert F.,Engle III,11/10/1942,1,2003,2,2,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",New York University,"New York, NY",64
784,Clive W.J.,Granger,9/04/1934,1,2003,2,2,"""for methods of analyzing economic time series with common trends (cointegration)""",University of California,"San Diego, CA",64
785,Shirin,Ebadi,6/21/1947,0,2003,5,1,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",,,30
786,Richard,Axel,7/02/1946,1,2004,4,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Columbia University,"New York, NY",64
787,Linda B.,Buck,1/29/1947,0,2004,4,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Fred Hutchinson Cancer Research Center,"Seattle, WA",64
788,David J.,Gross,2/19/1941,1,2004,6,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""","University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",64
789,H. David,Politzer,8/31/1949,1,2004,6,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",California Institute of Technology (Caltech),"Pasadena, CA",64
790,Frank,Wilczek,5/15/1951,1,2004,6,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",64
791,Aaron,Ciechanover,10/01/1947,1,2004,1,3,"""for the discovery of ubiquitin-mediated protein degradation""",Technion - Israel Institute of Technology,Haifa,32
792,Avram,Hershko,12/31/1937,1,2004,1,3,"""for the discovery of ubiquitin-mediated protein degradation""",Technion - Israel Institute of Technology,Haifa,32
793,Irwin,Rose,7/16/1926,1,2004,1,3,"""for the discovery of ubiquitin-mediated protein degradation""",University of California,"Irvine, CA",64
794,Elfriede,Jelinek,10/20/1946,0,2004,3,1,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",,,4
795,Wangari Muta,Maathai,4/01/1940,0,2004,5,1,"""for her contribution to sustainable development, democracy and peace""",,,35
796,Finn E.,Kydland,12/01/1943,1,2004,2,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Carnegie Mellon University,"Pittsburgh, PA",64
797,Finn E.,Kydland,12/01/1943,1,2004,2,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",University of California,"Santa Barbara, CA",64
798,Edward C.,Prescott,12/26/1940,1,2004,2,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Federal Reserve Bank of Minneapolis,"Minneapolis, MN",64
799,Edward C.,Prescott,12/26/1940,1,2004,2,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Arizona State University,"Tempe, AZ",64
800,Barry J.,Marshall,9/30/1951,1,2005,4,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""","NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,3
801,Barry J.,Marshall,9/30/1951,1,2005,4,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",University of Western Australia,Perth,3
802,J. Robin,Warren,6/11/1937,1,2005,4,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",,Perth,3
803,Roy J.,Glauber,9/01/1925,1,2005,6,2,"""for his contribution to the quantum theory of optical coherence""",Harvard University,"Cambridge, MA",64
804,John L.,Hall,8/21/1934,1,2005,6,4,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""","University of Colorado, JILA","Boulder, CO",64
805,John L.,Hall,8/21/1934,1,2005,6,4,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",National Institute of Standards and Technology,"Boulder, CO",64
806,Theodor W.,H_nsch,10/30/1941,1,2005,6,4,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",Max-Planck-Institut fôr Quantenoptik,Garching,20
807,Theodor W.,H_nsch,10/30/1941,1,2005,6,4,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",Ludwig-Maximilians- Universit_t,Munich,20
808,Yves,Chauvin,10/10/1930,1,2005,1,3,"""for the development of the metathesis method in organic synthesis""",Institut Franais du P_trole,Rueil-Malmaison,19
809,Robert H.,Grubbs,2/27/1942,1,2005,1,3,"""for the development of the metathesis method in organic synthesis""",California Institute of Technology (Caltech),"Pasadena, CA",64
810,Richard R.,Schrock,1/04/1945,1,2005,1,3,"""for the development of the metathesis method in organic synthesis""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",64
811,International Atomic Energy Agency (IAEA),,,org,2005,5,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,,29
812,Mohamed,ElBaradei,6/17/1942,1,2005,5,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,,17
813,Robert J.,Aumann,6/08/1930,1,2005,2,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""","University of Jerusalem, Center for RationalityHebrew",Jerusalem,32
814,Thomas C.,Schelling,4/14/1921,1,2005,2,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""","University of Maryland, Department of Economics and School of Public Policy","College Park, MD",64
815,Harold,Pinter,10/10/1930,1,2005,3,1,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",,,63
816,Andrew Z.,Fire,4/27/1959,1,2006,4,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Stanford University School of Medicine,"Stanford, CA",64
817,Craig C.,Mello,10/19/1960,1,2006,4,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",University of Massachusetts Medical School,"Worcester, MA",64
818,John C.,Mather,8/07/1946,1,2006,6,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",NASA Goddard Space Flight Center,"Greenbelt, MD",64
819,George F.,Smoot,2/20/1945,1,2006,6,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",University of California,"Berkeley, CA",64
820,Roger D.,Kornberg,4/24/1947,1,2006,1,1,"""for his studies of the molecular basis of eukaryotic transcription""",Stanford University,"Stanford, CA",64
821,Edmund S.,Phelps,7/26/1933,1,2006,2,1,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",Columbia University,"New York, NY",64
822,Orhan,Pamuk,6/07/1952,1,2006,3,1,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",,,61
823,Muhammad,Yunus,6/28/1940,1,2006,5,2,"""for their efforts to create economic and social development from below""",,,28
824,Grameen Bank,,,org,2006,5,2,"""for their efforts to create economic and social development from below""",,,29
825,Mario R.,Capecchi,10/06/1937,1,2007,4,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of Utah,"Salt Lake City, UT",64
826,Mario R.,Capecchi,10/06/1937,1,2007,4,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Howard Hughes Medical Institute,,33
827,Sir Martin J.,Evans,1/01/1941,1,2007,4,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Cardiff University,Cardiff,63
828,Oliver,Smithies,6/23/1925,1,2007,4,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of North Carolina,"Chapel Hill, NC",64
829,Albert,Fert,3/07/1938,1,2007,6,2,"""for the discovery of Giant Magnetoresistance""",Universit&eacute; Paris-Sud,Orsay,19
830,Albert,Fert,3/07/1938,1,2007,6,2,"""for the discovery of Giant Magnetoresistance""",Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,19
831,Peter,Grônberg,5/18/1939,1,2007,6,2,"""for the discovery of Giant Magnetoresistance""",Forschungszentrum J&uuml;lich,J&uuml;lich,20
832,Gerhard,Ertl,10/10/1936,1,2007,1,1,"""for his studies of chemical processes on solid surfaces""",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,20
833,Doris,Lessing,10/22/1919,0,2007,3,1,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",,,#N/A
834,Intergovernmental Panel on Climate Change (IPCC),,,org,2007,5,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",,,29
835,Albert Arnold (Al),Gore Jr.,3/31/1948,1,2007,5,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",,,64
836,Leonid,Hurwicz,8/21/1917,1,2007,2,3,"""for having laid the foundations of mechanism design theory""",University of Minnesota,"Minneapolis, MN",64
837,Eric S.,Maskin,12/12/1950,1,2007,2,3,"""for having laid the foundations of mechanism design theory""",Institute for Advanced Study,"Princeton, NJ",64
838,Roger B.,Myerson,3/29/1951,1,2007,2,3,"""for having laid the foundations of mechanism design theory""",University of Chicago,"Chicago, IL",64
839,Harald,zur Hausen,3/11/1936,1,2008,4,2,"""for his discovery of human papilloma viruses causing cervical cancer""",German Cancer Research Center,Heidelberg,20
840,Franoise,Barr_-Sinoussi,7/30/1947,0,2008,4,4,"""for their discovery of human immunodeficiency virus""","Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,19
841,Luc,Montagnier,8/18/1932,1,2008,4,4,"""for their discovery of human immunodeficiency virus""",World Foundation for AIDS Research and Prevention,Paris,19
842,Yoichiro,Nambu,1/18/1921,1,2008,6,2,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""","Enrico Fermi Institute, University of Chicago","Chicago, IL",64
843,Makoto,Kobayashi,4/07/1944,1,2008,6,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",High Energy Accelerator Research Organization (KEK),Tsukuba,34
844,Toshihide,Maskawa,2/07/1940,1,2008,6,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Kyoto Sangyo University,Kyoto,34
845,Toshihide,Maskawa,2/07/1940,1,2008,6,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""","Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,34
846,Osamu,Shimomura,8/27/1928,1,2008,1,3,"""for the discovery and development of the green fluorescent protein, GFP""",Boston University Medical School,"Massachusetts, MA",64
847,Osamu,Shimomura,8/27/1928,1,2008,1,3,"""for the discovery and development of the green fluorescent protein, GFP""",Marine Biological Laboratory (MBL),"Woods Hole, MA",64
848,Martin,Chalfie,1/15/1947,1,2008,1,3,"""for the discovery and development of the green fluorescent protein, GFP""",Columbia University,"New York, NY",64
849,Roger Y.,Tsien,2/01/1952,1,2008,1,3,"""for the discovery and development of the green fluorescent protein, GFP""",University of California,"San Diego, CA",64
850,Roger Y.,Tsien,2/01/1952,1,2008,1,3,"""for the discovery and development of the green fluorescent protein, GFP""",Howard Hughes Medical Institute,,64
851,Jean-Marie Gustave,Le Cl_zio,4/13/1940,1,2008,3,1,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",,,19
852,Martti,Ahtisaari,6/23/1937,1,2008,5,1,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",,,18
853,Paul,Krugman,2/28/1953,1,2008,2,1,"""for his analysis of trade patterns and location of economic activity""",Princeton University,"Princeton, NJ",64
854,Elizabeth H.,Blackburn,11/26/1948,0,2009,4,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",University of California,"San Francisco, CA",64
855,Carol W.,Greider,4/15/1961,0,2009,4,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Johns Hopkins University School of Medicine,"Baltimore, MD",64
856,Jack W.,Szostak,11/09/1952,1,2009,4,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Harvard Medical School,"Boston, MA",64
857,Jack W.,Szostak,11/09/1952,1,2009,4,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Massachusetts General Hospital,"Boston, MA",64
858,Jack W.,Szostak,11/09/1952,1,2009,4,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Howard Hughes Medical Institute,,63
859,Charles Kuen,Kao,11/04/1933,1,2009,6,2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",Standard Telecommunication Laboratories,Harlow,63
860,Charles Kuen,Kao,11/04/1933,1,2009,6,2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",Chinese University of Hong Kong,Hong Kong,11
861,Willard S.,Boyle,8/19/1924,1,2009,6,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Bell Laboratories,"Murray Hill, NJ",64
862,George E.,Smith,5/10/1930,1,2009,6,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Bell Laboratories,"Murray Hill, NJ",64
863,Venkatraman,Ramakrishnan,0000/00/00,1,2009,1,3,"""for studies of the structure and function of the ribosome""",MRC Laboratory of Molecular Biology,Cambridge,63
864,Thomas A.,Steitz,8/23/1940,1,2009,1,3,"""for studies of the structure and function of the ribosome""",Yale University,"New Haven, CT",64
865,Thomas A.,Steitz,8/23/1940,1,2009,1,3,"""for studies of the structure and function of the ribosome""",Howard Hughes Medical Institute,,64
866,Ada E.,Yonath,6/22/1939,0,2009,1,3,"""for studies of the structure and function of the ribosome""",Weizmann Institute of Science,Rehovot,32
867,Herta,Môller,8/17/1953,0,2009,3,1,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",,,50
868,Barack H.,Obama,8/04/1961,1,2009,5,1,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",,,64
869,Elinor,Ostrom,8/07/1933,0,2009,2,2,"""for her analysis of economic governance, especially the commons""",Indiana University,"Bloomington, IN",64
870,Elinor,Ostrom,8/07/1933,0,2009,2,2,"""for her analysis of economic governance, especially the commons""",Arizona State University,"Tempe, AZ",64
871,Oliver E.,Williamson,9/27/1932,1,2009,2,2,"""for his analysis of economic governance, especially the boundaries of the firm""",University of California,"Berkeley, CA",64
872,Robert G.,Edwards,9/27/1925,1,2010,4,1,"""for the development of in vitro fertilization""",University of Cambridge,Cambridge,63
873,Andre,Geim,10/21/1958,1,2010,6,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",University of Manchester,Manchester,63
874,Konstantin,Novoselov,8/23/1974,1,2010,6,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",University of Manchester,Manchester,63
875,Richard F.,Heck,8/15/1931,1,2010,1,3,"""for palladium-catalyzed cross couplings in organic synthesis""",University of Delaware,,64
876,Ei-ichi,Negishi,7/14/1935,1,2010,1,3,"""for palladium-catalyzed cross couplings in organic synthesis""",Purdue University,"West Lafayette, IN",64
877,Akira,Suzuki,9/12/1930,1,2010,1,3,"""for palladium-catalyzed cross couplings in organic synthesis""",Hokkaido University,Sapporo,34
878,Mario,Vargas Llosa,3/28/1936,1,2010,3,1,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",,,46
879,Liu,Xiaobo,12/28/1955,1,2010,5,1,"""for his long and non-violent struggle for fundamental human rights in China""",,,29
880,Peter A.,Diamond,4/29/1940,1,2010,2,3,"""for their analysis of markets with search frictions""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",64
881,Dale T.,Mortensen,2/02/1939,1,2010,2,3,"""for their analysis of markets with search frictions""",Aarhus University,Aarhus,15
882,Dale T.,Mortensen,2/02/1939,1,2010,2,3,"""for their analysis of markets with search frictions""",Northwestern University,"Evanston, IL",64
883,Christopher A.,Pissarides,2/20/1948,1,2010,2,3,"""for their analysis of markets with search frictions""",London School of Economics and Political Science,London,63
884,Bruce A.,Beutler,12/29/1957,1,2011,4,4,"""for their discoveries concerning the activation of innate immunity""",University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",64
885,Bruce A.,Beutler,12/29/1957,1,2011,4,4,"""for their discoveries concerning the activation of innate immunity""",The Scripps Research Institute,"La Jolla, CA",64
886,Jules A.,Hoffmann,8/02/1941,1,2011,4,4,"""for their discoveries concerning the activation of innate immunity""",University of Strasbourg,Strasbourg,19
887,Ralph M.,Steinman,1/14/1943,1,2011,4,2,"""for his discovery of the dendritic cell and its role in adaptive immunity""",Rockefeller University,"New York, NY",64
888,Saul,Perlmutter,0000/00/00,1,2011,6,2,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Lawrence Berkeley National Laboratory,"Berkeley, CA",64
889,Saul,Perlmutter,0000/00/00,1,2011,6,2,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",University of California,"Berkeley, CA",64
890,Brian P.,Schmidt,2/24/1967,1,2011,6,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Australian National University,Weston Creek,3
891,Adam G.,Riess,12/16/1969,1,2011,6,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Johns Hopkins University,"Baltimore, MD",64
892,Adam G.,Riess,12/16/1969,1,2011,6,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Space Telescope Science Institute,"Baltimore, MD",64
893,Dan,Shechtman,1/24/1941,1,2011,1,1,"""for the discovery of quasicrystals""",Technion - Israel Institute of Technology,Haifa,32
894,Tomas,Transtr_mer,4/15/1931,1,2011,3,1,"""because, through his condensed, translucent images, he gives us fresh access to reality""",,,56
895,Ellen,Johnson Sirleaf,10/29/1938,0,2011,5,3,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",,,38
896,Leymah,Gbowee,2/01/1972,0,2011,5,3,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",,,38
897,Tawakkol,Karman,2/07/1979,0,2011,5,3,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work""",,,67
898,Thomas J.,Sargent,7/19/1943,1,2011,2,2,"""for their empirical research on cause and effect in the macroeconomy""",New York University,"New York, NY",64
899,Christopher A.,Sims,10/21/1942,1,2011,2,2,"""for their empirical research on cause and effect in the macroeconomy""",Princeton University,"Princeton, NJ",64
900,Sir John B.,Gurdon,10/02/1933,1,2012,4,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Gurdon Institute,Cambridge,63
901,Shinya,Yamanaka,9/04/1962,1,2012,4,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Kyoto University,Kyoto,34
902,Shinya,Yamanaka,9/04/1962,1,2012,4,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Gladstone Institutes,"San Francisco, CA",64
903,Serge,Haroche,9/11/1944,1,2012,6,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Collge de France,Paris,19
904,Serge,Haroche,9/11/1944,1,2012,6,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",€cole Normale Sup_rieure,Paris,19
905,David J.,Wineland,2/24/1944,1,2012,6,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",National Institute of Standards and Technology,"Boulder, CO",64
906,David J.,Wineland,2/24/1944,1,2012,6,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",University of Colorado,"Boulder, CO",64
907,Robert J.,Lefkowitz,4/15/1943,1,2012,1,2,"""for studies of G-protein-coupled receptors""",Duke University Medical Center,"Durham, NC",64
908,Robert J.,Lefkowitz,4/15/1943,1,2012,1,2,"""for studies of G-protein-coupled receptors""",Howard Hughes Medical Institute,,64
909,Brian K.,Kobilka,5/30/1955,1,2012,1,2,"""for studies of G-protein-coupled receptors""",Stanford University School of Medicine,"Stanford, CA",64
910,Mo,Yan,2/02/1955,1,2012,3,1,"""who with hallucinatory realism merges folk tales, history and the contemporary""",,,11
911,European Union (EU),,,org,2012,5,1,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe""",,,29
912,Alvin E.,Roth,12/18/1951,1,2012,2,2,"""for the theory of stable allocations and the practice of market design""",Harvard Business School,"Boston, MA",64
913,Alvin E.,Roth,12/18/1951,1,2012,2,2,"""for the theory of stable allocations and the practice of market design""",Harvard University,"Cambridge, MA",64
914,Lloyd S.,Shapley,6/02/1923,1,2012,2,2,"""for the theory of stable allocations and the practice of market design""",University of California,"Los Angeles, CA",64
915,James E.,Rothman,11/03/1950,1,2013,4,3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Yale University,"New Haven, CT",64
916,Randy W.,Schekman,12/30/1948,1,2013,4,3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",University of California,"Berkeley, CA",64
917,Randy W.,Schekman,12/30/1948,1,2013,4,3,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",Howard Hughes Medical Institute,,64
